content,score
"Saya sudah pakai wonder by BNI,tp tiba2 aplikasinya tidak bisa dibuka,sudah saya coba untuk perbarui jga tetap engga bisa,coba download lgi aplikasi ya tp ttp jga engga bisa dibuka,mohon bantuannya 🙏🙏🙏",1
"Jelek aplikasi nya kendala mulu dan mau login aja lama banget, mau transaksi jadi susah. Mending aplikasi yang dulu ga ada kendala. Mohon perbaiki segera ya",2
"TopUp gopay 50ribu dan ewallet lainnya selalu keterangan saldo dibawah minum padahal saldo jauh lebih banyak dari nominal top up, dan malah nyuruh coba dengan nominal lain. Giliran nyoba di atm langsung bisa. Gajelas",1
"Akwowkaok aplikasi gajelas cuma beda tampilan doang sisanya hampir sama semua heran gw kenapa bs kepikiran buat ngerilis ni apk badut, satu² kelebihan aplikasi kocak ini cuma sizenya 2x lipat lebih besar dibanding bni bawaan, baru awal rilis aja size udh tembus 335 mb mana fitur baru cuma liat pengeluaran doang gaguna blok, keliatan bni gada duit buat gaji developer yg proper, aplikasi cuma ganti interface lu kasih anak kuliahan semester 3 juga jadi tholool wkwkwk badut",1
Kamu belum bisa registrasi wondr pastikan... Kukira bni mobile udah paling jelek ternyata ada lagi yang lebih jelek dan sampah. Semoga aplikasinya semakin banyak bug,1
"Bagus sih tampilannya, tp lebih lengkap aplikasi yg lama,udah gitu ga ada buat mobile tunai. Coba di perbaiki. Karena masih lebih lengkap yg bni mobile",4
"Terlalu ribet karena data identitas perlu update di cabang awal buka, sedangkan kita nasabah tidak mesti di lokasi awal bisa saja di luar pulau/negeri. Sudah coba ke cs cabang terdekat tidak ada FU. Tolong di perbaikin lagi",1
Kenapa gak bisa dibuka ya. Kemarin aku pakai bni mobilrsekarang pakai wonder. Ketika sudah un instal bni mobile. Wonder gak bisa di buka. Katanya ada sedikit masalah. Sistem sedang diperbaiki. Hampir seharian gak bisa dibuka.,3
UI nya sudah cukup bagus namun untuk memperlihatkan semua fitur nya diperbaiki lagi jangan hanya gambar kotak sehingga membuat orang2 tidak mengeksplor fitur2 lainnya,5
"Aplikasiinya bagus, cuma kenapa aplikasinya susah dibuka. lama masuknya padahal wifenya saya bagus. Sudah 30 menit menunggu aplikasinya gak bisa dibuka. Baru 1 mingguan saya daftar aplikasi ini. Gimana ini",3
"Aplikasinya jadi lebih kekinian, tapi ada fitur yg hilang. Berita pada transfer masuk tidak ada. Semoga bisa di perbaiki pada update selanjutnya",3
UI cukup menarik dan sangat nyaman saat mencoba menjalankan semua fitur yang ada di dlm aplikasi dan semoga fitur setor/tarik tunai segera di adakan ke dalam aplikasi wondr by BNI ini...terima kasih,5
"Dulu beralih ke BNI Mobile Banking ke wondr dengan harapan sistemnya bakal lebih bagus dan lebih komplit, ternyata wondr masih belum siap gantikan BNI Mobile Banking, gaada tarik tunai tanpa kartu, transaksi gabisa dilihat dari tanggal sebelum aktivasi ... mengsedih",1
Aku masih bingung aja pas bagian suruh masukin password di mbangking nya udh bener tapi tetap salah malah suruh verifikasi dari awal apalagi bagian verifikasi wajahnya duhh keselin banget yg srh tengok kanan kiri katanya ga terverifikasi pdhl itu bener pliss gw th wajah gw jelek tp bisa dibenerin lagi kan..... Kesel dah,2
"Login lebih mudah dengan BNI Mobile Banking, bisa dengan fingerprint atau MPIN saja. Login di wondr lebih repot karena harus pakai password, belum ada pilihan login biometrik atau PIN saja.",3
"Perbarui lagi Fitur nya, d BNI Moblie, klo transfer bisa nambahin ""keterangan"" uang transfer nya itu perihal apa, klo wondr gabisa, trus klo Sreenshot udh bisa, itu bagus, tambahin jg fitur download rekening koran kyk bni mobile, klo emg WONDR mau d pke buat gntiin BNI Mobile, Fitur2 dasar jgn kalah laaah",1
"Cuma kurang fitur Mobile Tunai aja. Agar bisa Card-less. Dan untuk transaksi virtual akun, masa max transaksi Rp0;. Klo gitu apa yang mau dikirim 🤣. Ditunggu updatenya ya.",4
"Sulit untuk verifikasi, selalu habis verifikasi wajah langsung muncul data anda kurang tepat, sudah diulang ulang 2 hari masih tidak bisa padahal sudah isi KTP dan sudah ada kartu debit nya, bagaimana solusinya??",1
"kayaknya aplikasinya blm sempurna , kmren iseng coba beli pulsa di aplikasi ini, transaksi gagal , tapi saldo malah ketarik , mana sampai sekarang saldo belum kembali , gimana ini solusinya???",3
"Terlalu susah di bagian pas mengambil poto, sudah beberapa kali mencoba tetap tidak bisa , di suruh coba lagi dan alhasil tetep tidak bisa dan harus menunggu besok, terus saja kek gitu",1
"aplikasi tolol, belum siap pakai udah dirilis aja. pembayaran Qris status gagal tapi saldo kepotong dan ga balik lagi saldonya, terus gabisa download bukti transfer yang lalu dan ga bisa di ss juga. fixing dong tim IT, kerjanya jgn gimik terus hahaaa.",2
Aplikasi ini bukannya lebih baik dari sebelumnya malah lebih buruk sungguh dipersulit.terutama diverifikasi wajah sangat tidak responsif dan selalu gagal.mohon untuk dibenahin lagi agar bisa lebih baik lagi,1
"Apikasinya mantap,lebih kekinian & lebih colorfulll, trnsksi Lebih cepat,lebih aman karna karna pake KYC ,dan pakai 2 pas untuk masuk ke app. Fix BNI selalu mengedepankan kebutuhan nasabah.gua kasih 5 bintang ...krna udh teruji",5
"Tampialannya sudah bagus, tolong perbanyak fitur contoh pembayaran pendidikan dan tolong tambahkan pilihan tabungan taplus muda bagi nasabah baru",3
"Aplikasi aneh verifikasi tengok kiri tengok atas dekatkan wajah jauhkan wajah masih gak bisa, maunya apa sih yang diminta? Saya tidak sedang mengajukan pinjaman kok susah amat cuma verifikasi wajah",1
"Tampilan lebih simpel, UI/UX bagus dan lebih mudah diakses. Semoga fitur-fitur esensial seperti mobile tunai dan pembayaran layanan publik bisa ditambahkan juga. Harapannya semoga aplikasinya bisa lebih stabil lagi.",5
"Bagian yang tersulit saat pendaftaran yaitu pada saat verifikasi wajah. Gagal terus. Entah salah dimana. Ketika berhasil, malah disuruh harus memastikan data yang dimasukkan sudah data yang terbaru. Memang data saya tidak up to date kah? Atau basis data bni yang salah? Sudah pun disuruh menunggu 1x24 jam kalo salah.... Dan itu terus-menerus. Hari berikutnya seperti ini lagi... Aplikasi payah, jelek. Kalau saya tidak sedang butuh, sudah saya uninstall saja aplikasi ini",1
"Sungguh sangat mengecewakan, padahal sudah jelas ada notif transaksi gagal, di email pun sudah ada notif transfer gagal, tapi saldo BNI tetap berkurang, buset. Habis acara q selesai pindah bank sebelah ajaku",1
Aplikasi menunya kurang lengkap . . Kaya untuk rekening pinjaman tidak ada . . . Harusnya di adakan buat nasabah ngecek sisa pokok pinjamannya. . . 🙏🙏🙏,3
"Masak kode QR Kamu bisa kadaluarsa aneh banget, gimana nantinya mau bayar pake QR kamu BARCODE nya aja gak muncul. Udah di perbarui masih tetap sama aja.",2
"Aplikasi paling sulit yang pernah saya kenal. Mau aktivasi saja susah. Entah seperti apa memgedipkan mata itu. Puluhan kali mencoba tak berhasil. 3x gagal, disuruh besok coba lagi. Hapus, install ulang, coba lagi, gagal lagi. Banyak aplikasi bank digital loh, tapi tak sesulit aplikasi ini. Apa yang mau dibanggakan?",1
"Tampilan menarik warna warni, lebih gampang, simpel dan mudah dalam bertransaksi, akses mudah dan cepat, Bayar QRIS di wondr cepet banget, cuma 3 step selesai, tak perlu password cukup pake PIN",5
Sudah saya coba uninstal dan instal kembali aplikasi ini tetapi masih tetap sama yaitu force close padahal scan wajah sudah berhasil Tetapi setelah itu tiba-tiba aplikasi keluar mohon diberikan solusinya saya menggunakan perangkat infinix X678B. Versi Android 14,1
Ko GX bisa log in ya pdhl pas registrasi di bank ny bisa ..pas pulang GX bisa di buka aplikasi ny..data wifi juga bagus pdhl.. memori hp juga ok..mohon petunjuk ny...GX bisa log in boro2 mau cek saldo dan transaksi di buka juga susah🙏,3
"Tambahin fitur baru min untuk taplus muda pertama kali punya rekening BNI, baik di wondr maupun BNI mobile belum ada fitur buka taplus muda untuk user baru, maklum penguna baru BNI",5
Susah amat .. pengenalan wajah ga bsa2 . Bagus2 m-banking bsa transfer tanpa kartu. Eh bikin aplikasi ribet ga jelas gini,1
"kurang canggih,,contoh,,,mobile cash ga ad,,lihat saldo instan ga ada,,,login aplikasi cuma 1 pilihan ,,,harusnya tampilkan2 pilihan masukan pin atau biometrik,,,masih kalah jauh,,,,masih ribet dan ga simple,,,",1
Pengalaman pertama pake Aplikasi wondr: + Aplikasi lumayan ringan saat dijalankan + Verifikasi login/daftar cepat mudah bisa pake IKD + Verifikasi OTP bisa SMS atau WhatsApp + Fitur login Biometrik/password - Tidak ada tarik dan setor tunai - Jika aplikasi dihapus harus login KEMBALI atau lupa PIN harus pake memakai KTP/IKD - Harus terhubung GPS/Lokasi - Ketika verifikasi IKD eror untuk kedua kalinya.,4
Kayak perlu ditingkatkan lagi biar lebih banyak kegunaannya kayaknya e wallet belum nyambung masih kalah canggih sama BRI brimo limitnya tidak terbatas cepat mudah seharusnya ini aplikasi baru seharusnya lebih bagus eh malah lebih bagus yang pertama kalau mau ganti itu yang lebih bagus lah dari yang pertama ini malah bagus yang pertama,3
"Gokils sih, semua transaksi di permudah. Apalagi ada fitur mutasi digital gitu ya atau apalah itu (terbantu banget buat liat pengeluaran dan pemasukan). Tks BNI",5
"Masih belum sempurna , untuk limit transaksi belum sesuai apa yg di sampaikan di aplikasi, baik itu limit transfek ke sesama bank atau pun ke bank lain , sudah di buat di pengaturannya tapi tetap tidak bisa di pergunakan...",3
"Nah ini baru fresh app. Ui mudah Transaksi lancar Ga berat saat loading2 transaksi Registrasi cepet n mudah. Tinggal di kembangin terus app nya, nanti tolong adain tarik tunai tanpa kartu ya di app nya.... Txs u",5
"Pas daftar ,Setiap kali sampai di tahap scan wajah atau verivikasi wajah selalu di bilang ada kendala di sitem kami atau sistem sibuk ,,, memangnya sibuk tiap hari tiap jam ..di ulangi besok bgtu jùa mo di siang pgi malam sma aja sistem sibuk, vba lebih dri 3x ulangi besok .. gak ada solusi",1
"Aplikasi jadi lebih bagus dan modern. Tetapi masih kurang dalam fitur. Seperti dark mode yang belum tersedia, tabungan digital untuk memanagemen keuangan, dan tidak terintegrasi dengan NFC untuk memudahkan pembayaran.",3
"Agak susah, kebiasaan pola password baru sulit di terapkan, dibandingkan yg lama Trus ketika mau ganti password, dibuat ribet lgi oleh aplikasi, cek KTP, tapi tidak dikenali lagi, stuck smpe situ, ngga bisa di gunakan, tggu besok, klo pun aplikasi msh cek KTP tidak dikenali lagi, hdehh",1
"Tampilan kekinian tapi beberapa fitur penting hilang. Masih lengkap mobile banking yg lama. Bisa buat beli SBN, Ada historical saldo. Wondr masih belum bisa. Hanya ada transaksi dan saldo akhir.",4
Di iklan ada fitur bagus yaitu ada rekap pemasukan dan pengeluaran Tapi fitur ini tidak akurat banyak data yang tidak sinkron dengan BNI mobile Untuk ditingkatkan lagi wondr,3
"Sy blm coba msk tp sdh download. Msh ragu, takutnya klw ada dana yg msk tertunda dikarenakan hal² baru. Jd pertanyaannya bagaimana dg mobile banking BNI apakah jika yg baru sdh terdaftar 22nya dpt digunakan? Apakah jika dlm bersamaan digunakanlah ke 22nya tdk menghambat buat masuknya dana ke rekening? Nah jd gimana tuh, Harusnya Ada Penjelasan dr pihak yg bersangkutan. Mslh pindah atau download app mah gampang krn ini berkaitan dg reguler dana yg masuk, gara² yg baru lalu agak jd terhalang.",5
"Sy baru update dr BNI lama ke wondr by BNI, Untuk tampilan nya bagus dan mudah digunakan, hanya saja warnanya kurang apik, apalagi untuk layar dengan resolusi rendah, coba diperbaiki pemilihan warnanya",4
"Udah nyobain, apknya simpel dan bagus tapi sayangnya utk fitur investasi reksadana harus aktivasi ke kantor cabang. Tidak bisa langsung dari aplikasi. Belum se simpel yg di harapkan.",5
Mohon maaf saya kasih bintang 1 saya daftar gak bisa katanya data suruh update yg terbaru. Data saya udah seumur hidup ya. Tolong perbaiki aplikasi ini,1
Pindah dari BNI mobile harapanya app ini dapat mengobati kekecewaan. Ternyata ga ada beda. Selalu gagal waktu registrasi. Tapi ini mending karena masih dapet WA notif. Cuma force close setelah verifikasi wajah. Untuk kesekian kalinya kecewa dengan layanan BNI. Terpaksa ke ATM,1
Kecewaaa transaksi top up tap cash keterangan berhasil tapi saldo tapcash blm tambah dan saldo rekening sudah kepotong.. Ini yg ke 2 kalinya... Dan sudah saya lakukan update saldo di bni tapcash go namun hasilnya masih sma saldo blm masuk. Sangat tidak nyaman mohon perbaikannya,1
"Untuk fitur pendaftaran sebetulnya cukup mudah dan gak terlalu ribet, hanya saja saya terkendala di verifikasi wajah yang selalu gagal!!!!!",2
Baru 2 login sdh tdk bisa login lagi. Internet saya stabil bahkan bisa bermain game. Nomor yang saya gunakan juga cuman 1. Baru masuk langsung notifikasi jaringan tdk stabil padahal saya barusaja bermain game online,1
"Lancar dari awal, giliran verifikasi email terjadi bugg, dicoba sampai berkali kali nggak masuk. Giliran ada email OTP masuk waktunya udah habis, dan suruh kembali mencoba besok. Lha mbok kalau belum siap melantai tuh jangan maksain",2
"maaf ya, saya kasih bintang 2 karna di status transaksi ga di kasih keterangan pengeluaran pembayaran untuk biaya admin perbulan, jadi sebagai pengguna aplikasi tidak tahu jika uangnya sudah terpotong otomatis",2
"Ko wondr by bni ga bisa di buka yaa cuma sekali doank transaksi itu jg kmarin ada yg sama? Tidak bisa di buka min aplikasinya , knp ya? Apa harus di uninstall dlu ? Aduh bingung jelasinnya gmn yaa 😅, jd aku pas klik aplikasi wondr stuck di gambar kaya yg di atas itu min , gambar kaya yg di playstore nya itu stuck begitu aj lamaaaaaaa",3
"Kmrin sy pengguna brimo, stiap transaksi baik lewat mesin atm atau aplnya, selalu ada masuk notif dan bukti. Skrg sy beralih ke bni tpi ternyta aplkasinya masih kurang bnyak, dimulai dri tidak ada notif masuknya transaksi baik dri sms, email atau wondr, dn lain sebagainya",2
"aplikasi yang sangat bagus,lebih mudah praktis simpel lebih satset untuk transaksi cukup pake pin aja tampilan lebih full colour 🫰 semakin cinta menggunakan wondr by BNI❤️❤️❤️",5
"Kali ini BNI tidak kalah saing bersama aplikasi perbankan lainnya. Dengan ada wondr by BNI akses aplikasi jadi lebih mudah, lancar, dan simple. Untuk update selanjutnya tolong ditambahkan fitur BNI Debit Online seperti BNI Mobile yang lama. Terima kasih orang baik.",5
"Secara UI dan UX sudah bagus, tinggal penambahan fitur tarik dan setor tunai mungkin harus disegerakan agar mempermudah pengguna.",5
"Saya daftar wondr BNI tidak bisa, setelah foto KTP dan data sesuai saat lanjutkan, tertulis nomor hp kamu tidak terdaftar. Padahal daya sudah dapat buku rekening dan ATMnya..",1
Wondr by bni. Paling keren. Sangat2 membantu dalam bertransaksi mudah. Cepat sagat baik utuk di pakai kita tidak rugi mengunakannya ini Aplikasi bagus bang at. Asli keren,3
Wonder APLIKASI BUSUK Aplikasi ini jelek tidak menampilkan history debat kredit nya total saldo berapa saya setuju tetap menggunakan aplikasi mobil bangking yang menurut saya lebih bagus dari pada baking besar lain nya karna mutasi di mobil bangking lebih detail Walau aplikasi ini baru tapi ini aplikasi busuk saya tidak rekomendasi,1
"Diminta pindai wajah berulang kali gagal terus.disamperin ke banknya tetap ga bisa.makan waktu..bego ni bni, tidak menyelesaikan masalah. Ya klo sdh meluangkan waktu ke bank tlg sampai tuntas. Kan betul2 buang waktu ini sdh sekitar 4 hari saya coba mengikuti arahan tp masih blm bisa terverifikasi jg.",1
Update selalu gagal terus kurang ini itu terus.nyesel juga masuk bni..bri lebih baik..baru saja update berhasil sukses.begitu buka masuk login katanya pascode belum sesuai..saya rasa m bangking bank lain ga pernah ada kendala kaya ini..,1
Tidak bisa unduh maupun screenshot riwayat transaksi. Padahal berguna kalau ada masalah seperti salah transfer atau lain sebagainya yang membutuhkan bukti transaksi.,1
"gimana sih nih aplikasi, buat masuk aja lodingnya lama banget, ngebug banget, padahal mau buat transaksi tapi ga masuk²ke dalam aplikasi nya,,,,, bikin emosi aja sampai pecah nih HP gua",2
"Mau aktivkan repot, ada password dg 4 katagori (huruf besar, huruf kecil, angka,, karakter???)..face recog gak boleh pake kacamata, saya plus 4, lepas kacamata, gak bisa baca perintah.. gagal terus.. capek.. bikin rek. Krn syarat kantor, gaji terima, langsung kosongin kirim ke rek lain si biru yg m-bankingnya gak neko-neko..",1
